Time,Cum. Inj Water,Cum. Prod Water ,Cum Oil prod,Cum. Inj CO2,Cum. Prod Gas,Pressure
hrs,rml,Sml,Sml,rml,SCC,atm
2.529003896,31.78926187,-0.991805733,26.35586556,0,2157.930338,255.2685002
2.53733723,31.89397977,-1.111350093,26.37568132,0,2127.960051,255.2275753
2.545670563,31.99974485,-1.111350093,26.37568132,0,2177.303403,255.0638745
2.554003896,32.10446275,-1.181084303,27.33300007,0,2214.540714,255.0638745
2.56233723,32.20918065,-1.181084303,27.33300007,0,2228.461453,255.2685002
2.570670563,32.31389855,-1.111350093,27.34304874,0,2234.868261,255.1457251
2.579003896,32.41861645,-1.111350093,27.34304874,0,2161.873001,254.9820235
2.58733723,32.52333435,-1.161160243,27.58234323,0,2173.235275,255.3912744
2.595670563,32.62805225,-1.161160243,27.58234323,0,2174.930759,255.309425
2.604003896,32.73381732,-1.161160243,27.58234323,0,2195.167049,255.1866502
2.61233723,32.83853522,-1.161160243,27.55242465,0,2230.650089,255.2275753
2.620670563,32.94325312,-1.161160243,27.55242465,0,2180.057686,255.1866502
2.629003896,33.04482949,-1.131274153,27.6621586,0,2223.738653,255.3912744
2.63733723,33.14954739,-1.131274153,27.6621586,0,2215.454757,255.3912744
2.645670563,33.25426529,-1.230894453,27.25316304,0,2298.796679,255.2685002
2.654003896,33.36212472,-1.230894453,27.25316304,0,2309.145761,255.309425
2.66233723,33.46684262,-1.141236183,27.65217491,0,2306.147048,255.309425
2.670670563,33.57156052,-1.141236183,27.65217491,0,2285.000027,255.1866502
2.679003896,33.67313689,-1.101388063,27.65221823,0,2290.259643,255.2685002
2.68733723,33.77785479,-1.101388063,27.65221823,0,2330.22704,255.3503498
2.695670563,33.88257269,-1.121312123,27.97465238,0,2305.985337,255.309425
2.704003896,33.98729059,-1.121312123,27.97465238,0,2352.076249,255.4321989
2.71233723,34.09305567,-1.061539943,28.55979181,0,2337.959313,255.309425
2.720670563,34.19777357,-1.061539943,28.55979181,0,2333.438084,255.309425
2.729003897,34.30249147,-0.991805733,28.3404647,0,2360.050087,255.1866502
2.73733723,34.40720937,-0.991805733,28.3404647,0,2390.006235,255.3503498
2.745670563,34.51192727,-0.991805733,28.3404647,0,2336.267384,255.2685002
2.754003896,34.61769235,-1.021691823,28.21078503,0,2359.999953,255.3912744
2.76233723,34.72241025,-1.021691823,28.21078503,0,2350.195054,255.2275753
2.770670563,34.82712815,-1.051577913,29.02852706,0,2333.7438,255.2685002
2.779003897,34.93184605,-1.051577913,29.02852706,0,2372.604296,255.2685002
2.78733723,35.03656395,-1.151198213,29.08825592,0,2347.78308,255.309425
2.795670563,35.14128185,-1.151198213,29.08825592,0,2394.772699,255.2275753
2.804003896,35.24599975,-1.181084303,29.26773491,0,2431.349638,255.309425
2.81233723,35.35071765,-1.181084303,29.26773491,0,2466.883265,255.2685002
2.820670563,35.45648272,-1.141236183,29.69661121,0,2401.864282,255.309425
2.829003897,35.56120062,-1.141236183,29.69661121,0,2443.639619,255.1866502
2.83733723,35.66591852,-1.171122273,29.16801714,0,2468.505935,255.3503498
2.845670563,35.77063642,-1.171122273,29.16801714,0,2443.134682,255.1047998
2.854003896,35.87535432,-1.240856483,29.94582441,0,2412.396797,255.1457251
2.86233723,35.98007222,-1.240856483,29.94582441,0,2494.844025,255.2275753
2.870670563,36.08479012,-1.111350093,30.06563952,0,2467.468836,255.3503498
2.879003896,36.18950802,-1.111350093,30.06563952,0,2496.505181,255.309425
2.88733723,36.29422592,-1.121312123,29.60687713,0,2517.419558,255.2275753
2.895670563,36.39894382,-1.121312123,29.60687713,0,2440.15422,255.3503498
2.904003896,36.50366172,-1.121312123,29.60687713,0,2502.783971,255.309425
