Time,Cum. Inj. Water,Cum Prod Water,Cum. Oil Prod. ,Cum. Inj CO2,Cum. Prod Gas,Pressure
(hrs),(rml),ml,(sep_ml),(rml),(std.cc),atm
321.830,3868.506,2816.512,692.621,0.000,83391.231,295.904
321.846,3868.627,2816.683,692.232,0.000,83383.269,296.067
321.863,3868.747,2816.793,692.232,0.000,83352.804,295.904
321.880,3868.869,2816.873,692.063,0.000,83382.502,295.863
321.896,3868.989,2817.063,692.621,0.000,83365.283,295.945
321.913,3869.109,2817.152,691.584,0.000,83355.798,295.945
321.930,3869.230,2817.262,692.302,0.000,83369.667,295.945
321.946,3869.350,2817.282,692.671,0.000,83350.744,296.026
321.963,3869.471,2817.452,691.763,0.000,83382.917,295.985
321.980,3869.591,2817.482,693.070,0.000,83393.895,295.985
321.996,3869.710,2817.652,693.060,0.000,83381.689,295.945
322.013,3869.831,2817.772,692.112,0.000,83354.545,295.904
322.030,3869.951,2817.902,693.489,0.000,83343.956,295.863
322.046,3870.072,2817.973,691.893,0.000,83379.148,295.822
322.063,3870.192,2818.072,692.503,0.000,83362.695,295.863
322.080,3870.313,2818.242,692.751,0.000,83363.673,295.904
322.096,3870.433,2818.352,692.751,0.000,83373.200,295.904
322.113,3870.554,2818.472,692.591,0.000,83379.918,295.945
322.130,3870.674,2818.573,691.903,0.000,83356.148,295.985
322.146,3870.795,2818.673,692.541,0.000,83393.426,296.026
322.163,3870.916,2818.843,693.010,0.000,83377.554,295.945
322.180,3871.036,2819.013,692.791,0.000,83373.632,296.026
322.196,3871.157,2819.083,691.773,0.000,83358.532,295.904
322.213,3871.277,2819.153,691.945,0.000,83358.331,295.904
322.230,3871.398,2819.263,691.634,0.000,83371.532,295.904
322.246,3871.518,2819.373,691.095,0.000,83381.602,295.904
322.263,3871.639,2819.543,690.856,0.000,83365.055,295.945
322.280,3871.760,2819.674,691.395,0.000,83356.450,295.863
322.296,3871.878,2819.773,692.282,0.000,83373.389,296.067
322.313,3872.000,2819.883,692.571,0.000,83375.663,295.945
322.330,3872.120,2819.993,692.571,0.000,83375.963,295.863
322.346,3872.241,2820.152,691.524,0.000,83393.134,295.768
322.363,3872.361,2820.183,692.601,0.000,83372.578,295.904
322.380,3872.482,2820.323,691.913,0.000,83377.887,295.904
322.396,3872.602,2820.512,691.853,0.000,83389.500,295.904
322.413,3872.723,2820.592,691.784,0.000,83394.803,295.863
322.430,3872.844,2820.594,691.744,0.000,83420.924,295.945
322.446,3872.965,2820.823,691.634,0.000,83398.518,295.822
322.463,3873.085,2820.914,692.711,0.000,83391.269,295.985
322.480,3873.205,2821.013,692.512,0.000,83347.168,295.863
322.496,3873.326,2821.142,692.512,0.000,83360.331,295.863
322.513,3873.446,2821.272,692.053,0.000,83394.616,296.026
322.530,3873.568,2821.333,692.452,0.000,83397.585,295.945
322.546,3873.688,2821.552,692.113,0.000,83375.074,295.985
322.563,3873.809,2821.563,692.362,0.000,83386.809,295.822
322.580,3873.929,2821.673,692.362,0.000,83388.965,296.067
322.596,3874.047,2821.822,692.510,0.000,83378.088,296.067
322.613,3874.168,2822.012,692.472,0.000,83397.938,295.985
322.630,3874.288,2822.103,692.392,0.000,83380.167,295.904
322.646,3874.409,2822.213,693.100,0.000,83392.514,295.768
322.663,3874.530,2822.363,691.953,0.000,83372.772,295.863
322.680,3874.651,2822.483,692.442,0.000,83377.628,295.945
322.696,3874.771,2822.473,692.801,0.000,83393.712,295.945
322.713,3874.892,2822.643,692.611,0.000,83391.975,295.822
322.730,3875.012,2822.763,691.694,0.000,83385.927,296.108
322.746,3875.132,2822.973,691.524,0.000,83375.420,295.945
322.763,3875.254,2823.074,692.292,0.000,83371.605,295.904
322.780,3875.374,2823.264,692.392,0.000,83386.287,295.945
322.796,3875.495,2823.332,691.754,0.000,83376.275,295.904
322.813,3875.615,2823.352,692.083,0.000,83392.283,295.863
322.830,3875.736,2823.462,692.083,0.000,83414.213,295.863
322.846,3875.856,2823.652,692.721,0.000,83370.745,296.026
322.863,3875.977,2823.793,693.220,0.000,83394.863,295.863
322.880,3876.096,2823.863,692.053,0.000,83391.505,295.945
322.896,3876.216,2824.122,691.924,0.000,83396.365,295.768
322.913,3876.337,2824.103,692.612,0.000,83394.525,295.904
322.930,3876.457,2824.262,692.219,0.000,83389.068,295.904
322.946,3876.578,2824.373,692.612,0.000,83419.632,295.863
322.963,3876.698,2824.474,692.223,0.000,83385.408,295.822
322.980,3876.819,2824.593,691.943,0.000,83375.035,295.863
322.996,3876.940,2824.823,691.425,0.000,83411.652,295.863
323.013,3877.061,2824.843,692.412,0.000,83382.971,295.822
323.030,3877.182,2824.874,692.781,0.000,83397.632,295.863
323.046,3877.302,2825.073,692.622,0.000,83411.664,296.026
323.063,3877.423,2825.232,691.375,0.000,83397.189,295.768
323.080,3877.541,2825.342,691.375,0.000,83385.193,295.985
323.096,3877.662,2825.462,692.273,0.000,83382.640,295.863
323.113,3877.782,2825.622,692.223,0.000,83373.085,295.863
323.130,3877.903,2825.712,692.352,0.000,83415.740,295.822
323.146,3878.024,2825.693,691.734,0.000,83410.922,295.863
323.163,3878.144,2825.943,690.946,0.000,83422.036,295.945
323.180,3878.266,2826.093,692.372,0.000,83385.006,295.822
323.196,3878.386,2826.213,692.093,0.000,83412.522,295.822
323.213,3878.507,2826.224,692.382,0.000,83394.240,295.985
323.230,3878.627,2826.424,691.475,0.000,83397.385,295.863
323.246,3878.748,2826.594,692.861,0.000,83394.617,295.863
323.263,3878.868,2826.702,692.552,0.000,83375.790,295.727
323.280,3878.989,2826.922,691.236,0.000,83406.274,295.863
323.296,3879.110,2826.933,691.994,0.000,83419.745,295.822
323.313,3879.228,2827.043,691.994,0.000,83380.052,295.822
323.330,3879.349,2827.053,693.021,0.000,83405.095,295.945
323.346,3879.469,2827.093,691.375,0.000,83397.541,295.904
323.363,3879.590,2827.402,691.565,0.000,83403.443,295.904
323.380,3879.710,2827.502,691.694,0.000,83378.041,295.863
323.396,3879.831,2827.543,691.934,0.000,83401.109,296.189
323.413,3879.952,2827.742,691.904,0.000,83386.086,295.985
323.430,3880.073,2827.784,691.625,0.000,83403.426,296.067
323.446,3880.193,2827.963,692.761,0.000,83370.817,295.985
323.463,3880.313,2828.083,692.353,0.000,83398.794,295.904
323.480,3880.434,2828.323,692.253,0.000,83395.294,295.904
323.496,3880.554,2828.393,692.532,0.000,83403.600,295.985
323.513,3880.675,2828.503,692.831,0.000,83374.733,296.026
323.530,3880.795,2828.613,692.831,0.000,83392.295,296.026
323.546,3880.916,2828.733,691.774,0.000,83392.306,295.945
323.563,3881.036,2828.844,691.774,0.000,83400.631,296.067
323.580,3881.157,2829.044,692.323,0.000,83413.544,295.768
323.596,3881.278,2829.054,692.333,0.000,83384.688,295.904
323.613,3881.398,2829.202,692.642,0.000,83394.166,295.945
323.630,3881.519,2829.242,691.425,0.000,83393.805,295.863
323.646,3881.638,2829.422,691.834,0.000,83397.502,295.863
323.663,3881.759,2829.593,691.375,0.000,83411.046,295.945
323.680,3881.879,2829.663,691.984,0.000,83366.414,295.945
323.696,3882.000,2829.852,691.485,0.000,83411.701,295.904
323.713,3882.120,2829.953,691.166,0.000,83421.891,296.148
323.730,3882.240,2830.063,692.193,0.000,83410.245,296.026
323.746,3882.361,2829.993,692.432,0.000,83386.952,295.822
323.763,3882.481,2830.253,691.605,0.000,83414.779,295.945
323.780,3882.603,2830.293,692.105,0.000,83384.815,296.026
323.796,3882.723,2830.404,692.105,0.000,83399.616,295.985
323.813,3882.844,2830.633,691.894,0.000,83387.923,295.863
323.830,3882.964,2830.634,692.044,0.000,83401.010,295.945
323.846,3883.085,2830.834,692.143,0.000,83376.363,295.904
323.863,3883.205,2830.962,692.812,0.000,83411.813,295.904
323.880,3883.327,2831.122,691.106,0.000,83400.009,295.985
323.896,3883.447,2831.192,691.695,0.000,83392.665,295.904
323.913,3883.565,2831.183,692.093,0.000,83419.602,295.945
323.930,3883.686,2831.402,692.383,0.000,83413.755,295.945
323.946,3883.807,2831.473,691.790,0.000,83402.016,295.985
323.963,3883.928,2831.683,691.166,0.000,83425.273,295.985
323.980,3884.048,2831.763,692.054,0.000,83404.118,295.985
323.996,3884.169,2831.843,691.455,0.000,83399.466,295.904
324.013,3884.289,2832.013,692.393,0.000,83401.174,295.904
324.030,3884.409,2832.113,692.852,0.000,83388.360,295.945
324.046,3884.530,2832.223,692.852,0.000,83399.742,295.904
324.063,3884.651,2832.303,691.017,0.000,83415.847,295.945
324.080,3884.772,2832.524,691.984,0.000,83401.880,295.945
324.096,3884.892,2832.514,691.858,0.000,83418.191,295.985
324.113,3885.013,2832.674,691.415,0.000,83393.244,295.863
324.130,3885.133,2832.812,691.505,0.000,83396.471,295.822
324.146,3885.255,2832.852,692.064,0.000,83398.277,295.904
324.163,3885.373,2833.033,691.645,0.000,83398.392,295.904
324.180,3885.493,2833.103,691.515,0.000,83399.368,295.904
324.196,3885.614,2833.273,692.463,0.000,83399.487,295.945
324.213,3885.735,2833.353,691.356,0.000,83390.314,295.945
324.230,3885.856,2833.514,692.253,0.000,83417.774,295.904
324.246,3885.976,2833.544,691.037,0.000,83421.196,295.863
324.263,3886.097,2833.764,691.166,0.000,83427.045,295.985
324.280,3886.217,2833.874,691.166,0.000,83419.046,295.863
324.296,3886.338,2833.954,692.323,0.000,83408.875,295.945
324.313,3886.458,2834.014,691.580,0.000,83403.017,295.822
324.330,3886.578,2834.113,692.303,0.000,83398.392,295.863
324.346,3886.700,2834.273,691.804,0.000,83419.532,295.904
324.363,3886.820,2834.263,690.797,0.000,83409.386,295.863
324.380,3886.941,2834.463,691.366,0.000,83410.635,295.945
324.396,3887.059,2834.523,691.386,0.000,83388.519,295.945
324.413,3887.181,2834.773,691.346,0.000,83409.051,295.985
324.430,3887.301,2834.913,690.787,0.000,83429.236,295.768
324.446,3887.421,2834.883,692.153,0.000,83389.482,296.026
324.463,3887.542,2835.133,691.815,0.000,83416.063,295.945
324.480,3887.662,2835.342,692.054,0.000,83394.748,295.822
324.496,3887.783,2835.304,692.852,0.000,83418.752,295.904
324.513,3887.903,2835.414,692.852,0.000,83403.345,295.822
324.530,3888.025,2835.534,692.308,0.000,83399.851,295.863
324.546,3888.145,2835.704,691.485,0.000,83417.551,295.904
324.563,3888.266,2835.664,692.742,0.000,83408.684,295.945
324.580,3888.386,2835.925,691.843,0.000,83431.577,296.067
324.596,3888.506,2836.092,691.216,0.000,83413.742,295.985
324.613,3888.627,2836.192,691.994,0.000,83412.652,295.904
324.630,3888.748,2836.332,691.735,0.000,83403.376,295.904
324.646,3888.869,2836.392,691.785,0.000,83433.543,295.863
324.663,3888.989,2836.512,692.373,0.000,83424.141,295.727
324.680,3889.108,2836.662,691.745,0.000,83412.564,295.727
324.696,3889.228,2836.722,691.595,0.000,83409.644,295.904
324.713,3889.349,2836.922,691.924,0.000,83452.937,295.863
324.730,3889.469,2837.013,692.036,0.000,83419.665,295.904
324.746,3889.590,2837.163,691.735,0.000,83396.973,295.945
324.763,3889.711,2837.273,691.735,0.000,83439.453,295.863
324.780,3889.831,2837.293,692.722,0.000,83406.768,295.945
324.796,3889.952,2837.443,692.583,0.000,83428.688,295.863
324.813,3890.072,2837.533,691.137,0.000,83436.476,295.904
324.830,3890.193,2837.684,691.924,0.000,83394.834,295.863
324.846,3890.313,2837.854,690.877,0.000,83420.787,295.985
324.863,3890.435,2837.824,692.393,0.000,83404.724,295.904
324.880,3890.555,2838.064,692.363,0.000,83415.722,295.863
324.896,3890.675,2838.154,691.157,0.000,83425.976,295.945
324.913,3890.796,2838.214,691.745,0.000,83414.683,295.945
324.930,3890.916,2838.313,692.333,0.000,83393.675,295.863
324.946,3891.037,2838.483,692.433,0.000,83446.635,295.822
324.963,3891.157,2838.643,692.463,0.000,83409.974,295.904
324.980,3891.279,2838.753,692.463,0.000,83400.458,295.863
324.996,3891.397,2838.803,692.343,0.000,83412.529,295.904
325.013,3891.517,2838.913,692.518,0.000,83432.463,295.863
325.030,3891.638,2839.013,693.121,0.000,83416.994,295.945
325.046,3891.759,2839.134,692.832,0.000,83440.825,295.945
325.063,3891.880,2839.324,691.775,0.000,83444.240,295.768
325.080,3892.000,2839.563,692.014,0.000,83436.093,295.863
325.096,3892.121,2839.584,691.526,0.000,83405.686,295.863
325.113,3892.241,2839.704,691.426,0.000,83420.169,295.945
325.130,3892.362,2839.903,691.635,0.000,83429.807,295.904
325.146,3892.482,2840.003,692.044,0.000,83434.116,295.863
325.163,3892.602,2839.974,692.902,0.000,83416.303,295.863
325.180,3892.724,2840.165,692.234,0.000,83428.369,295.727
325.196,3892.844,2840.292,692.064,0.000,83421.288,295.863
325.213,3892.965,2840.452,692.383,0.000,83405.989,295.727
325.230,3893.085,2840.562,692.383,0.000,83427.232,295.863
325.246,3893.206,2840.553,691.954,0.000,83421.934,295.904
325.263,3893.326,2840.783,691.386,0.000,83413.506,295.945
325.280,3893.447,2840.873,692.074,0.000,83430.654,295.822
325.296,3893.566,2840.934,691.406,0.000,83432.781,295.904
325.313,3893.686,2841.143,692.393,0.000,83411.672,295.904
325.330,3893.807,2841.114,691.566,0.000,83424.023,295.945
325.346,3893.927,2841.303,691.027,0.000,83425.483,295.904
325.363,3894.048,2841.453,691.256,0.000,83401.055,295.904
325.380,3894.168,2841.563,690.648,0.000,83431.702,295.822
325.396,3894.289,2841.644,692.164,0.000,83420.744,295.863
325.413,3894.410,2841.804,692.154,0.000,83417.205,295.822
325.430,3894.531,2841.874,691.306,0.000,83446.175,295.822
325.446,3894.651,2841.994,691.516,0.000,83462.334,295.863
325.463,3894.771,2842.104,691.516,0.000,83428.108,295.904
325.480,3894.892,2842.344,691.596,0.000,83445.458,296.108
325.496,3895.012,2842.294,691.346,0.000,83430.101,295.945
325.513,3895.133,2842.653,690.788,0.000,83398.040,295.904
325.530,3895.253,2842.634,691.217,0.000,83431.997,295.904
325.546,3895.375,2842.785,692.493,0.000,83437.752,295.863
325.563,3895.495,2842.805,690.538,0.000,83419.076,295.822
325.580,3895.613,2843.013,691.626,0.000,83428.379,295.904
325.596,3895.734,2843.123,692.044,0.000,83448.603,295.945
325.613,3895.854,2843.274,691.317,0.000,83431.868,295.985
325.630,3895.976,2843.384,691.636,0.000,83409.738,295.822
325.646,3896.096,2843.583,691.606,0.000,83422.711,295.822
325.663,3896.217,2843.564,690.908,0.000,83448.361,295.945
325.680,3896.337,2843.743,692.015,0.000,83430.936,295.985
325.696,3896.458,2843.774,691.705,0.000,83440.086,295.768
325.713,3896.578,2843.854,691.745,0.000,83445.295,295.822
325.730,3896.698,2843.964,691.745,0.000,83441.613,295.687
325.746,3896.819,2844.105,691.406,0.000,83431.118,295.822
325.763,3896.939,2844.324,691.087,0.000,83426.978,295.822
325.780,3897.061,2844.345,690.977,0.000,83446.225,295.904
325.796,3897.181,2844.514,691.330,0.000,83425.528,295.863
325.813,3897.302,2844.674,691.037,0.000,83429.549,295.904
325.830,3897.422,2844.663,691.247,0.000,83456.914,295.822
325.846,3897.543,2844.862,692.334,0.000,83480.063,296.026
325.863,3897.664,2845.033,692.055,0.000,83437.247,295.904
325.880,3897.785,2845.143,690.688,0.000,83452.942,295.904
325.896,3897.903,2845.124,691.316,0.000,83436.259,295.985
325.913,3898.023,2845.323,691.137,0.000,83431.392,295.985
325.930,3898.144,2845.433,691.137,0.000,83435.376,295.945
325.946,3898.265,2845.554,692.045,0.000,83440.440,295.863
325.963,3898.386,2845.694,691.596,0.000,83449.457,296.026
325.980,3898.506,2845.695,691.376,0.000,83429.481,295.945
325.996,3898.627,2845.914,691.845,0.000,83453.112,296.067
326.013,3898.747,2846.024,691.616,0.000,83448.746,295.822
326.030,3898.868,2846.155,691.865,0.000,83438.486,295.822
326.046,3898.989,2846.224,691.576,0.000,83443.137,296.026
326.063,3899.109,2846.335,691.087,0.000,83424.737,295.822
326.080,3899.230,2846.463,691.347,0.000,83443.347,295.904
326.096,3899.350,2846.613,691.716,0.000,83437.758,295.985
326.113,3899.471,2846.663,690.948,0.000,83461.550,295.945
326.130,3899.591,2846.843,692.005,0.000,83448.283,295.945
326.146,3899.710,2846.973,691.347,0.000,83444.604,295.863
326.163,3899.831,2847.084,691.347,0.000,83449.216,295.904
326.180,3899.951,2847.184,691.656,0.000,83437.616,296.067
326.196,3900.072,2847.324,690.409,0.000,83452.441,295.985
326.213,3900.192,2847.394,691.686,0.000,83434.154,296.108
326.230,3900.313,2847.554,691.476,0.000,83425.542,295.985
326.246,3900.434,2847.764,692.364,0.000,83476.499,295.863
326.263,3900.555,2847.854,691.768,0.000,83448.109,295.945
326.280,3900.675,2847.865,691.901,0.000,83443.662,296.067
326.296,3900.795,2848.184,691.018,0.000,83452.427,295.945
326.313,3900.916,2848.165,692.394,0.000,83469.767,295.863
326.330,3901.037,2848.194,691.825,0.000,83449.497,295.945
326.346,3901.156,2848.354,692.583,0.000,83452.874,295.904
326.363,3901.276,2848.553,690.738,0.000,83442.981,295.904
326.380,3901.397,2848.713,691.905,0.000,83443.266,295.945
326.396,3901.517,2848.883,691.546,0.000,83448.680,295.945
326.413,3901.638,2848.993,691.546,0.000,83443.773,295.904
326.430,3901.759,2849.063,690.609,0.000,83474.905,295.985
326.446,3901.879,2848.965,690.838,0.000,83447.448,295.904
326.463,3902.000,2849.214,692.314,0.000,83458.754,295.985
326.480,3902.120,2849.304,691.965,0.000,83455.563,296.026
326.496,3902.241,2849.434,691.915,0.000,83444.004,296.026
326.513,3902.361,2849.534,692.454,0.000,83458.255,295.945
326.530,3902.482,2849.674,691.237,0.000,83481.682,295.945
326.546,3902.603,2849.774,691.955,0.000,83465.057,295.904
326.563,3902.724,2849.884,692.633,0.000,83448.915,295.822
326.580,3902.844,2849.965,691.955,0.000,83445.154,295.945
326.596,3902.964,2850.055,691.237,0.000,83447.059,295.945
326.613,3903.085,2850.163,692.184,0.000,83456.955,295.822
326.630,3903.205,2850.234,691.935,0.000,83449.139,295.687
326.646,3903.327,2850.543,692.314,0.000,83442.013,295.768
326.663,3903.447,2850.654,692.314,0.000,83453.103,295.985
326.680,3903.568,2850.604,692.095,0.000,83441.017,295.904
326.696,3903.688,2850.744,691.157,0.000,83475.856,295.904
326.713,3903.806,2850.944,691.855,0.000,83470.716,295.863
326.730,3903.927,2851.104,691.626,0.000,83445.549,295.863
326.746,3904.048,2851.224,691.367,0.000,83478.198,295.863
326.763,3904.169,2851.204,691.641,0.000,83468.077,295.945
326.780,3904.289,2851.445,691.387,0.000,83488.913,295.985
326.796,3904.410,2851.475,691.586,0.000,83477.320,295.863
326.813,3904.530,2851.655,691.407,0.000,83477.742,295.904
326.830,3904.652,2851.783,691.497,0.000,83478.955,295.945
326.846,3904.772,2851.873,691.576,0.000,83459.869,295.822
326.863,3904.893,2851.943,691.247,0.000,83443.137,295.985
326.880,3905.013,2852.123,692.414,0.000,83456.531,295.822
326.896,3905.132,2852.233,692.414,0.000,83471.057,295.904
326.913,3905.253,2852.264,691.297,0.000,83476.538,295.863
326.930,3905.373,2852.364,692.574,0.000,83446.754,295.945
326.946,3905.494,2852.683,692.095,0.000,83455.783,295.985
326.963,3905.614,2852.773,692.185,0.000,83468.120,295.904
326.980,3905.735,2852.853,692.374,0.000,83450.293,295.863
326.996,3905.855,2852.944,691.317,0.000,83436.274,295.945
327.013,3905.975,2853.034,691.357,0.000,83440.173,295.863
327.030,3906.097,2853.193,691.868,0.000,83435.273,295.822
327.046,3906.217,2853.225,692.001,0.000,83447.673,295.945
327.063,3906.338,2853.424,691.886,0.000,83470.534,296.148
327.080,3906.458,2853.622,692.384,0.000,83457.180,295.985
327.096,3906.579,2853.613,692.653,0.000,83461.575,295.985
327.113,3906.699,2853.793,691.846,0.000,83458.862,295.768
327.130,3906.821,2853.903,692.265,0.000,83479.078,295.863
327.146,3906.939,2854.013,691.990,0.000,83446.282,295.904
327.163,3907.059,2854.123,691.990,0.000,83463.208,295.904
327.180,3907.180,2854.273,692.225,0.000,83453.222,295.904
327.196,3907.301,2854.324,691.457,0.000,83472.107,295.904
327.213,3907.422,2854.454,691.547,0.000,83431.064,295.904
327.230,3907.542,2854.574,691.646,0.000,83482.412,295.985
327.246,3907.663,2854.604,691.207,0.000,83464.033,295.904
327.263,3907.783,2854.824,691.824,0.000,83424.358,295.863
327.280,3907.904,2854.904,692.414,0.000,83486.171,295.822
327.296,3908.025,2855.034,691.786,0.000,83472.225,295.863
327.313,3908.145,2855.125,692.594,0.000,83489.804,295.945
327.330,3908.266,2855.313,692.025,0.000,83467.338,295.822
327.346,3908.386,2855.403,692.354,0.000,83454.193,295.945
327.363,3908.507,2855.583,691.168,0.000,83459.997,295.945
327.380,3908.627,2855.663,690.918,0.000,83474.906,295.945
327.396,3908.748,2855.773,690.918,0.000,83463.820,295.863
327.413,3908.868,2855.883,691.776,0.000,83462.676,296.026
327.430,3908.990,2855.923,691.337,0.000,83477.946,295.863
327.446,3909.108,2856.103,690.310,0.000,83490.187,295.904
327.463,3909.228,2856.274,690.579,0.000,83467.983,295.822
327.480,3909.349,2856.394,691.756,0.000,83473.574,295.822
327.496,3909.469,2856.364,690.639,0.000,83475.951,295.863
327.513,3909.590,2856.623,690.859,0.000,83478.849,295.904
327.530,3909.711,2856.724,691.417,0.000,83466.242,295.945
327.546,3909.832,2856.715,691.726,0.000,83484.597,296.067
327.563,3909.952,2856.905,692.394,0.000,83457.157,295.904
327.580,3910.072,2857.015,691.926,0.000,83457.665,295.822
327.596,3910.193,2857.125,691.297,0.000,83501.640,295.945
327.613,3910.313,2857.324,691.258,0.000,83462.986,295.945
327.630,3910.434,2857.433,691.258,0.000,83478.098,295.768
327.646,3910.555,2857.494,692.175,0.000,83469.803,295.945
327.663,3910.676,2857.564,692.235,0.000,83448.550,295.822
327.680,3910.794,2857.743,691.587,0.000,83464.248,295.945
327.696,3910.915,2857.784,692.065,0.000,83470.378,295.822
327.713,3911.035,2857.904,691.676,0.000,83478.665,295.768
327.730,3911.156,2858.044,691.926,0.000,83487.451,295.904
327.746,3911.277,2858.283,691.667,0.000,83464.491,295.904
327.763,3911.397,2858.334,690.649,0.000,83454.500,295.904
327.780,3911.518,2858.414,691.597,0.000,83456.817,295.863
327.796,3911.639,2858.534,691.686,0.000,83481.646,295.904
327.813,3911.760,2858.595,691.587,0.000,83473.000,295.863
327.830,3911.880,2858.794,691.347,0.000,83472.642,296.108
327.846,3912.001,2858.924,691.916,0.000,83454.678,295.985
327.863,3912.121,2859.194,691.737,0.000,83480.610,296.026
327.880,3912.241,2859.304,691.737,0.000,83465.266,296.108
327.896,3912.362,2859.255,691.766,0.000,83472.533,295.904
327.913,3912.482,2859.393,692.405,0.000,83455.780,295.945
327.930,3912.603,2859.513,691.931,0.000,83459.144,295.904
327.946,3912.724,2859.653,691.427,0.000,83485.238,295.985
327.963,3912.845,2859.784,692.554,0.000,83495.881,296.189
327.980,3912.965,2859.724,691.666,0.000,83464.583,295.904
327.996,3913.083,2860.044,692.155,0.000,83501.585,295.945
328.013,3913.204,2860.014,691.730,0.000,83477.900,295.863
328.030,3913.324,2860.173,691.429,0.000,83493.634,295.768
328.046,3913.446,2860.184,691.686,0.000,83496.121,295.985
328.063,3913.566,2860.464,690.350,0.000,83495.064,295.863
328.080,3913.687,2860.464,691.387,0.000,83464.184,295.985
328.096,3913.807,2860.594,692.295,0.000,83470.717,296.026
328.113,3913.928,2860.704,692.295,0.000,83478.137,295.904
328.130,3914.048,2860.894,691.098,0.000,83479.030,295.904
328.146,3914.170,2861.024,691.427,0.000,83468.705,295.822
328.163,3914.290,2861.065,690.899,0.000,83517.811,296.067
328.180,3914.410,2861.233,691.736,0.000,83470.357,295.945
328.196,3914.531,2861.313,691.278,0.000,83497.156,295.945
328.213,3914.651,2861.444,690.989,0.000,83472.108,295.863
328.230,3914.772,2861.524,691.756,0.000,83494.182,295.863
328.246,3914.891,2861.803,692.116,0.000,83485.041,295.904
328.263,3915.012,2861.704,691.547,0.000,83505.825,295.985
328.280,3915.132,2861.904,691.278,0.000,83466.244,295.822
328.296,3915.252,2862.004,691.328,0.000,83464.224,296.026
328.313,3915.373,2862.104,691.278,0.000,83491.535,295.904
328.330,3915.494,2862.234,691.796,0.000,83462.094,295.863
328.346,3915.615,2862.345,691.796,0.000,83472.538,295.985
328.363,3915.735,2862.584,690.550,0.000,83504.916,296.026
328.380,3915.856,2862.575,692.275,0.000,83484.850,295.945
328.396,3915.976,2862.685,691.597,0.000,83474.783,295.904
328.413,3916.097,2862.884,691.896,0.000,83479.478,295.985
328.430,3916.217,2863.003,691.288,0.000,83493.157,295.863
328.446,3916.337,2863.093,691.437,0.000,83474.799,295.985
328.463,3916.459,2863.273,690.590,0.000,83482.109,295.904
328.480,3916.579,2863.343,691.707,0.000,83474.294,295.904
328.496,3916.700,2863.533,690.809,0.000,83474.048,295.985
328.513,3916.818,2863.584,691.757,0.000,83477.989,295.863
328.530,3916.939,2863.624,691.477,0.000,83485.521,295.985
328.546,3917.060,2863.874,690.969,0.000,83501.064,295.945
328.563,3917.181,2864.014,691.288,0.000,83465.931,295.985
328.580,3917.301,2864.124,691.288,0.000,83472.058,295.985
328.596,3917.421,2864.054,692.175,0.000,83482.880,295.985
328.613,3917.542,2864.324,691.727,0.000,83469.514,295.904
328.630,3917.662,2864.464,690.520,0.000,83499.253,295.863
328.646,3917.783,2864.605,691.049,0.000,83489.749,295.985
328.663,3917.904,2864.695,691.667,0.000,83475.136,295.904
328.680,3918.025,2864.705,690.420,0.000,83476.993,295.985
328.696,3918.145,2864.795,692.345,0.000,83499.420,295.904
328.713,3918.266,2865.045,691.507,0.000,83495.048,295.727
328.730,3918.386,2865.054,690.809,0.000,83515.972,295.985
328.746,3918.506,2865.164,690.979,0.000,83494.078,295.768
328.763,3918.627,2865.314,691.346,0.000,83504.536,295.768
328.780,3918.746,2865.494,690.999,0.000,83483.424,295.863
328.796,3918.867,2865.643,692.216,0.000,83502.289,295.945
328.813,3918.987,2865.684,691.368,0.000,83494.726,295.687
328.830,3919.108,2865.794,691.368,0.000,83495.661,295.822
328.846,3919.228,2865.924,691.506,0.000,83503.695,295.904
328.863,3919.349,2866.025,690.879,0.000,83516.585,295.985
328.880,3919.470,2866.214,692.375,0.000,83502.538,295.863
328.896,3919.590,2866.334,691.019,0.000,83497.553,295.904
328.913,3919.711,2866.365,691.586,0.000,83492.587,295.863
328.930,3919.831,2866.584,691.857,0.000,83496.956,295.945
328.946,3919.952,2866.565,691.577,0.000,83488.732,295.768
328.963,3920.072,2866.734,691.537,0.000,83504.356,295.945
328.980,3920.193,2866.894,691.946,0.000,83533.351,295.768
328.996,3920.314,2866.973,691.976,0.000,83520.461,295.863
329.013,3920.434,2866.974,690.959,0.000,83518.884,295.768
329.030,3920.553,2867.213,691.418,0.000,83512.947,295.904
329.046,3920.673,2867.284,691.637,0.000,83495.332,295.822
329.063,3920.795,2867.394,691.637,0.000,83507.648,295.768
329.080,3920.915,2867.544,690.979,0.000,83536.227,295.863
329.096,3921.036,2867.704,691.079,0.000,83527.889,295.904
329.113,3921.156,2867.705,691.208,0.000,83504.760,295.945
329.130,3921.276,2867.955,691.557,0.000,83525.933,295.863
329.146,3921.398,2868.045,691.916,0.000,83512.598,295.863
329.163,3921.518,2868.065,691.009,0.000,83541.772,295.985
329.180,3921.639,2868.205,691.857,0.000,83498.008,295.822
329.196,3921.759,2868.325,690.650,0.000,83521.401,295.768
329.213,3921.880,2868.445,691.518,0.000,83495.562,295.863
329.230,3922.000,2868.583,690.999,0.000,83493.119,295.904
329.246,3922.121,2868.763,691.707,0.000,83524.267,295.822
329.263,3922.242,2868.853,690.740,0.000,83532.093,295.945
329.280,3922.360,2868.934,690.849,0.000,83548.712,295.985
