Time (h),Cum. Gas Inj (SCC),Cum. Gas Prod. (SCC),Cum Oil Prod. (SCC),Pressure (atm)
72.84,69316.23,58895.87,14.29,255
72.85,69316.23,58895.87,14.29,255
72.86,69333.41,58907.2,14.3,254.99
72.87,69333.41,58907.2,14.3,254.99
72.88,69346.41,58928.16,14.27,255.01
72.89,69363.58,58931.13,14.32,255
72.9,69363.58,58931.13,14.32,255
72.91,69380.75,58947.41,14.33,254.99
72.92,69380.75,58947.41,14.33,254.99
72.93,69393.76,58953.07,14.35,255.01
72.94,69408.16,58974.32,14.28,255.03
72.95,69408.16,58974.32,14.28,255.03
72.96,69423.94,58988.34,14.28,255.03
72.97,69423.94,58988.34,14.28,255.03
72.98,69441.11,59001.79,14.29,255.01
72.99,69459.66,59015.81,14.34,254.99
73,69459.66,59015.81,14.34,254.99
73.01,69475.45,59026.57,14.3,254.99
73.02,69475.45,59026.57,14.3,254.99
73.03,69488.46,59045.26,14.33,255.01
73.04,69504.25,59056.17,14.33,255.01
73.05,69504.25,59056.17,14.33,255.01
73.06,69522.79,59066.93,14.32,254.99
73.07,69522.79,59066.93,14.32,254.99
73.08,69535.81,59083.78,14.32,255.01
73.09,69550.22,59102.62,14.3,255.03
73.1,69550.22,59102.62,14.3,255.03
73.11,69567.38,59119.04,14.3,255.01
73.12,69567.38,59119.04,14.3,255.01
73.13,69583.17,59124.42,14.3,255.01
73.14,69596.19,59140.99,14.35,255.04
73.15,69596.19,59140.99,14.35,255.04
73.16,69613.35,59148.21,14.35,255.03
73.17,69613.35,59148.21,14.35,255.03
73.18,69629.14,59167.75,14.34,255.03
73.19,69644.92,59170.87,14.34,255.03
73.2,69644.92,59170.87,14.34,255.03
73.21,69660.71,59195.78,14.38,255.03
73.22,69660.71,59195.78,14.38,255.03
73.23,69679.24,59206.12,14.37,255
73.24,69690.9,59220,14.34,255.04
73.25,69690.9,59220,14.34,255.04
73.26,69708.06,59236.43,14.37,255.03
73.27,69708.06,59236.43,14.37,255.03
73.28,69725.22,59249.74,14.37,255.01
73.29,69738.26,59264.04,14.37,255.04
73.3,69738.26,59264.04,14.37,255.04
73.31,69752.67,59274.94,14.37,255.06
73.32,69752.67,59274.94,14.37,255.06
73.33,69768.46,59288.39,14.39,255.06
73.34,69784.24,59304.54,14.39,255.06
73.35,69784.24,59304.54,14.39,255.06
73.36,69802.77,59323.09,14.34,255.03
73.37,69802.77,59323.09,14.34,255.03
73.38,69817.18,59334.42,14.39,255.04
73.39,69828.86,59350.98,14.39,255.08
73.4,69828.86,59350.98,14.39,255.08
73.41,69846.02,59366.42,14.37,255.07
73.42,69846.02,59366.42,14.37,255.07
73.43,69865.91,59380.86,14.39,255.03
73.44,69880.32,59399.98,14.39,255.04
73.45,69880.32,59399.98,14.39,255.04
73.46,69893.38,59402.95,14.38,255.07
73.47,69893.38,59402.95,14.38,255.07
73.48,69907.8,59419.1,14.39,255.08
73.49,69923.59,59443.31,14.39,255.08
73.5,69923.59,59443.31,14.39,255.08
73.51,69940.74,59452.37,14.38,255.07
73.52,69940.74,59452.37,14.38,255.07
73.53,69956.52,59470.64,14.42,255.07
73.54,69968.22,59479.14,14.38,255.11
73.55,69968.22,59479.14,14.38,255.11
73.56,69986.73,59503.92,14.38,255.08
73.57,69986.73,59503.92,14.38,255.08
73.58,70002.52,59509.58,14.38,255.08
73.59,70016.95,59520.2,14.37,255.1
73.6,70016.95,59520.2,14.37,255.1
73.61,70028.66,59542.15,14.4,255.14
73.62,70028.66,59542.15,14.4,255.14
73.63,70044.45,59560.7,14.37,255.14
73.64,70060.24,59563.53,14.42,255.14
73.65,70060.24,59563.53,14.42,255.14
73.66,70074.67,59585.05,14.43,255.15
73.67,70074.67,59585.05,14.43,255.15
73.68,70094.53,59595.96,14.43,255.11
73.69,70107.61,59609.98,14.4,255.14
73.7,70107.61,59609.98,14.4,255.14
73.71,70122.04,59626.4,14.42,255.15
73.72,70122.04,59626.4,14.42,255.15
73.73,70140.54,59639.71,14.46,255.12
73.74,70156.33,59664.5,14.41,255.12
73.75,70156.33,59664.5,14.41,255.12
73.76,70170.77,59688.43,14.42,255.14
73.77,70170.77,59688.43,14.42,255.14
73.78,70187.91,59689.56,14.44,255.12
73.79,70199.64,59705.28,14.42,255.16
73.8,70199.64,59705.28,14.42,255.16
73.81,70220.84,59724.4,14.4,255.11
73.82,70220.84,59724.4,14.4,255.11
73.83,70232.58,59735.58,14.4,255.15
73.84,70248.37,59751.86,14.44,255.15
73.85,70248.37,59751.86,14.44,255.15
73.86,70264.16,59762.48,14.44,255.15
73.87,70264.16,59762.48,14.44,255.15
73.88,70281.3,59779.34,14.41,255.14
73.89,70297.08,59797.6,14.47,255.14
73.9,70297.08,59797.6,14.47,255.14
73.91,70312.87,59822.67,14.44,255.14
73.92,70312.87,59822.67,14.44,255.14
73.93,70327.32,59827.91,14.41,255.15
73.94,70345.8,59844.61,14.47,255.12
73.95,70345.8,59844.61,14.47,255.12
73.96,70358.9,59860.33,14.45,255.15
73.97,70358.9,59860.33,14.45,255.15
73.98,70374.69,59880.02,14.41,255.15
73.99,70390.48,59893.61,14.43,255.15
74,70390.48,59893.61,14.43,255.15
74.01,70407.61,59907.06,14.47,255.14
74.02,70407.61,59907.06,14.47,255.14
74.03,70423.4,59923.21,14.41,255.14
74.04,70440.53,59936.24,14.41,255.12
74.05,70440.53,59936.24,14.41,255.12
74.06,70459.01,59953.23,14.41,255.1
74.07,70459.01,59953.23,14.41,255.1
74.08,70470.77,59964.27,14.42,255.14
74.09,70490.58,59980.97,14.48,255.1
74.1,70490.58,59980.97,14.48,255.1
74.11,70511.73,60001.37,14.48,255.04
74.12,70511.73,60001.37,14.48,255.04
74.13,70522.16,60015.11,14.43,255.1
74.14,70540.62,60015.81,14.47,255.07
74.15,70540.62,60015.81,14.47,255.07
74.16,70559.08,60047.82,14.45,255.04
74.17,70559.08,60047.82,14.45,255.04
74.18,70576.21,60058.87,14.44,255.03
74.19,70589.32,60077.98,14.46,255.06
74.2,70589.32,60077.98,14.46,255.06
74.21,70605.1,60086.19,14.45,255.06
74.22,70605.1,60086.19,14.45,255.06
74.23,70623.56,60099.65,14.45,255.03
74.24,70636.67,60112.68,14.45,255.06
74.25,70636.67,60112.68,14.45,255.06
74.26,70651.13,60135.04,14.49,255.07
74.27,70651.13,60135.04,14.49,255.07
74.28,70669.58,60140,14.51,255.04
74.29,70678.7,60158.98,14.47,255.11
74.3,70678.7,60158.98,14.47,255.11
74.31,70699.82,60181.35,14.47,255.06
74.32,70699.82,60181.35,14.47,255.06
74.33,70716.93,60188.86,14.44,255.04
74.34,70731.39,60199.9,14.45,255.06
74.35,70731.39,60199.9,14.45,255.06
74.36,70748.5,60216.61,14.5,255.04
74.37,70748.5,60216.61,14.5,255.04
74.38,70763.97,60224.26,14.48,255.04
74.39,70776.09,60240.39,14.51,255.08
74.4,70776.09,60240.39,14.51,255.08
74.41,70794.53,60254.41,14.51,255.06
74.42,70794.53,60254.41,14.51,255.06
74.43,70810.32,60267.58,14.5,255.06
74.44,70824.78,60298.18,14.46,255.07
74.45,70824.78,60298.18,14.46,255.07
74.46,70840.56,60297.32,14.52,255.07
74.47,70840.56,60297.32,14.52,255.07
74.48,70859,60317.29,14.49,255.04
74.49,70878.76,60330.17,14.52,255
74.5,70878.76,60330.17,14.52,255
74.51,70890.57,60346.74,14.49,255.04
74.52,70890.57,60346.74,14.49,255.04
74.53,70905.03,60362.75,14.49,255.06
74.54,70919.5,60377.04,14.5,255.07
74.55,70919.5,60377.04,14.5,255.07
74.56,70935.28,60393.05,14.51,255.07
74.57,70935.28,60393.05,14.51,255.07
74.58,70953.71,60413.58,14.52,255.04
74.59,70968.17,60422.78,14.52,255.06
74.6,70968.17,60422.78,14.52,255.06
74.61,70978.68,60433.27,14.48,255.11
74.62,70978.68,60433.27,14.48,255.11
74.63,70997.11,60438.64,14.51,255.08
74.64,71012.9,60454.64,14.54,255.08
74.65,71012.9,60454.64,14.54,255.08
74.66,71028.68,60471.07,14.51,255.08
74.67,71028.68,60471.07,14.51,255.08
74.68,71044.47,60498.68,14.53,255.08
74.69,71061.26,60503.93,14.49,255.07
74.7,71061.26,60503.93,14.49,255.07
74.71,71075.73,60520.06,14.56,255.08
74.72,71075.73,60520.06,14.56,255.08
74.73,71094.15,60533.23,14.56,255.06
74.74,71107.62,60549.8,14.56,255.08
74.75,71107.62,60549.8,14.56,255.08
74.76,71123.41,60569.07,14.49,255.08
74.77,71123.41,60569.07,14.49,255.08
74.78,71136.57,60576.57,14.49,255.11
74.79,71154.98,60584.93,14.48,255.08
74.8,71154.98,60584.93,14.48,255.08
74.81,71172.08,60606.73,14.52,255.07
74.82,71172.08,60606.73,14.52,255.07
74.83,71182.62,60619.62,14.53,255.12
74.84,71203.34,60641.71,14.53,255.07
74.85,71203.34,60641.71,14.53,255.07
74.86,71216.5,60652.75,14.53,255.1
74.87,71216.5,60652.75,14.53,255.1
74.88,71231.3,60668.61,14.53,255.11
74.89,71249.7,60682.91,14.54,255.08
74.9,71249.7,60682.91,14.54,255.08
74.91,71266.8,60695.37,14.56,255.07
74.92,71266.8,60695.37,14.56,255.07
74.93,71281.28,60715.05,14.59,255.08
74.94,71293.15,60722.98,14.57,255.12
74.95,71293.15,60722.98,14.57,255.12
74.96,71308.62,60741.67,14.57,255.12
74.97,71308.62,60741.67,14.57,255.12
74.98,71324.41,60750.03,14.55,255.12
74.99,71341.5,60763.47,14.6,255.11
75,71341.5,60763.47,14.6,255.11
75.01,71357.6,60777.5,14.58,255.11
75.02,71357.6,60777.5,14.58,255.11
75.03,71373.39,60797.89,14.6,255.11
75.04,71387.88,60817.57,14.58,255.12
75.05,71387.88,60817.57,14.58,255.12
75.06,71403.67,60831.31,14.57,255.12
75.07,71403.67,60831.31,14.57,255.12
75.08,71419.46,60842.5,14.57,255.12
75.09,71433.95,60852.84,14.54,255.14
75.1,71433.95,60852.84,14.54,255.14
75.11,71448.12,60876.76,14.6,255.15
75.12,71448.12,60876.76,14.6,255.15
75.13,71467.81,60885.41,14.56,255.11
75.14,71479.7,60901.82,14.62,255.15
75.15,71479.7,60901.82,14.62,255.15
75.16,71498.09,60909.61,14.62,255.12
75.17,71498.09,60909.61,14.62,255.12
75.18,71513.88,60928.73,14.61,255.12
75.19,71532.57,60939.49,14.63,255.1
75.2,71532.57,60939.49,14.63,255.1
75.21,71545.77,60957.9,14.61,255.12
75.22,71545.77,60957.9,14.61,255.12
75.23,71563.83,60977.29,14.64,255.1
75.24,71577.03,60995.99,14.63,255.12
75.25,71577.03,60995.99,14.63,255.12
75.26,71592.82,61009.59,14.61,255.12
75.27,71592.82,61009.59,14.61,255.12
75.28,71608.61,61023.04,14.6,255.12
75.29,71620.53,61039.33,14.6,255.16
75.3,71620.53,61039.33,14.6,255.16
75.31,71638.9,61041.89,14.53,255.14
75.32,71638.9,61041.89,14.53,255.14
75.33,71655.98,61061.41,14.63,255.12
75.34,71669.5,61078.97,14.63,255.15
75.35,71669.5,61078.97,14.63,255.15
75.36,71685.29,61098.66,14.62,255.15
75.37,71685.29,61098.66,14.62,255.15
75.38,71703.35,61107.01,14.63,255.12
75.39,71719.13,61120.46,14.63,255.12
75.4,71719.13,61120.46,14.63,255.12
75.41,71734.92,61139.58,14.61,255.12
75.42,71734.92,61139.58,14.61,255.12
75.43,71750.71,61147.37,14.6,255.12
75.44,71762.65,61163.8,14.6,255.16
75.45,71762.65,61163.8,14.6,255.16
75.46,71784.86,61182.49,14.62,255.1
75.47,71784.86,61182.49,14.62,255.1
75.48,71795.51,61201.89,14.62,255.15
75.49,71808.73,61212.23,14.62,255.18
75.5,71808.73,61212.23,14.62,255.18
75.51,71829.66,61225.96,14.62,255.12
75.52,71829.66,61225.96,14.62,255.12
75.53,71845.45,61239.7,14.59,255.12
75.54,71861.24,61254.99,14.65,255.12
75.55,71861.24,61254.99,14.65,255.12
75.56,71877.03,61260.93,14.65,255.12
75.57,71877.03,61260.93,14.65,255.12
75.58,71894.1,61287.7,14.64,255.11
75.59,71913.72,61309.51,14.64,255.07
75.6,71913.72,61309.51,14.64,255.07
75.61,71925.67,61314.33,14.61,255.11
75.62,71925.67,61314.33,14.61,255.11
75.63,71947.86,61325.65,14.64,255.04
75.64,71958.53,61338.67,14.67,255.1
75.65,71958.53,61338.67,14.67,255.1
75.66,71976.87,61352.27,14.64,255.07
75.67,71976.87,61352.27,14.64,255.07
75.68,71990.1,61371.24,14.66,255.1
75.69,72011,61387.25,14.63,255.04
75.7,72011,61387.25,14.63,255.04
75.71,72025.51,61400.85,14.63,255.06
75.72,72025.51,61400.85,14.63,255.06
75.73,72041.29,61414.58,14.62,255.06
75.74,72058.35,61419.81,14.69,255.04
75.75,72058.35,61419.81,14.69,255.04
75.76,72076.68,61437.94,14.67,255.01
75.77,72076.68,61437.94,14.67,255.01
75.78,72087.38,61454.8,14.65,255.07
75.79,72104.43,61468.53,14.65,255.06
75.8,72104.43,61468.53,14.65,255.06
75.81,72124.04,61486.8,14.66,255.01
75.82,72124.04,61486.8,14.66,255.01
75.83,72138.55,61506.06,14.65,255.03
75.84,72155.6,61511.44,14.66,255.01
75.85,72155.6,61511.44,14.66,255.01
75.86,72166.31,61525.18,14.63,255.07
75.87,72166.31,61525.18,14.63,255.07
75.88,72183.36,61541.32,14.66,255.06
75.89,72200.42,61554.49,14.66,255.04
75.9,72200.42,61554.49,14.66,255.04
75.91,72213.67,61568.22,14.66,255.07
75.92,72213.67,61568.22,14.66,255.07
75.93,72233.25,61586.62,14.72,255.03
75.94,72245.24,61595.69,14.66,255.07
75.95,72245.24,61595.69,14.66,255.07
75.96,72263.56,61611.13,14.67,255.04
75.97,72263.56,61611.13,14.67,255.04
75.98,72278.08,61624.72,14.66,255.06
75.99,72292.6,61637.75,14.66,255.07
76,72292.6,61637.75,14.66,255.07
76.01,72312.18,61657.01,14.67,255.03
76.02,72312.18,61657.01,14.67,255.03
76.03,72324.17,61662.67,14.69,255.07
76.04,72339.96,61681.35,14.73,255.07
76.05,72339.96,61681.35,14.73,255.07
76.06,72351.96,61697.64,14.71,255.11
76.07,72351.96,61697.64,14.71,255.11
76.08,72370.27,61713.36,14.71,255.08
76.09,72387.32,61722,14.7,255.07
76.1,72387.32,61722,14.7,255.07
76.11,72400.58,61735.03,14.7,255.1
76.12,72400.58,61735.03,14.7,255.1
76.13,72416.37,61754.43,14.67,255.1
76.14,72433.42,61759.95,14.72,255.08
76.15,72433.42,61759.95,14.72,255.08
76.16,72449.21,61786.43,14.73,255.08
76.17,72449.21,61786.43,14.73,255.08
76.18,72464.99,61791.82,14.68,255.08
76.19,72479.52,61815.89,14.7,255.1
76.2,72479.52,61815.89,14.7,255.1
76.21,72496.57,61829.48,14.7,255.08
76.22,72496.57,61829.48,14.7,255.08
76.23,72511.1,61840.66,14.72,255.1
76.24,72528.14,61856.52,14.72,255.08
76.25,72528.14,61856.52,14.72,255.08
76.26,72546.44,61872.53,14.72,255.06
76.27,72546.44,61872.53,14.72,255.06
76.28,72558.46,61880.74,14.71,255.1
76.29,72574.25,61896.46,14.73,255.1
76.3,72574.25,61896.46,14.73,255.1
76.31,72593.79,61904.95,14.74,255.06
76.32,72593.79,61904.95,14.74,255.06
76.33,72608.33,61929.3,14.78,255.07
76.34,72621.61,61942.62,14.74,255.1
76.35,72621.61,61942.62,14.74,255.1
76.36,72642.4,61950.55,14.73,255.04
76.37,72642.4,61950.55,14.73,255.04
76.38,72659.43,61966.27,14.76,255.03
76.39,72673.97,61979.86,14.75,255.04
76.4,72673.97,61979.86,14.75,255.04
76.41,72691,61988.64,14.74,255.03
76.42,72691,61988.64,14.74,255.03
76.43,72704.29,62012.86,14.71,255.06
76.44,72720.08,62031.98,14.71,255.06
76.45,72720.08,62031.98,14.71,255.06
76.46,72737.11,62034.52,14.76,255.04
76.47,72737.11,62034.52,14.76,255.04
76.48,72752.9,62050.68,14.69,255.04
76.49,72764.95,62064.4,14.73,255.08
76.5,72764.95,62064.4,14.73,255.08
76.51,72784.47,62083.24,14.73,255.04
76.52,72784.47,62083.24,14.73,255.04
76.53,72800.25,62096.54,14.75,255.04
76.54,72814.79,62118.49,14.74,255.06
76.55,72814.79,62118.49,14.74,255.06
76.56,72830.58,62123.74,14.73,255.06
76.57,72830.58,62123.74,14.73,255.06
76.58,72848.85,62137.04,14.77,255.03
76.59,72862.15,62144.69,14.77,255.06
76.6,72862.15,62144.69,14.77,255.06
76.61,72880.42,62166.36,14.76,255.03
76.62,72880.42,62166.36,14.76,255.03
76.63,72893.72,62179.95,14.76,255.06
76.64,72909.51,62185.75,14.78,255.06
76.65,72909.51,62185.75,14.78,255.06
76.66,72924.06,62201.76,14.75,255.07
76.67,72924.06,62201.76,14.75,255.07
76.68,72937.37,62219.74,14.79,255.1
76.69,72954.39,62236.16,14.79,255.08
76.7,72954.39,62236.16,14.79,255.08
76.71,72968.94,62257.98,14.73,255.1
76.72,72968.94,62257.98,14.73,255.1
76.73,72987.2,62264.2,14.79,255.07
76.74,73001.75,62274.54,14.76,255.08
76.75,73001.75,62274.54,14.76,255.08
76.76,73017.54,62285.59,14.75,255.08
76.77,73017.54,62285.59,14.75,255.08
76.78,73030.86,62292.81,14.8,255.11
76.79,73045.42,62314.9,14.78,255.12
76.8,73045.42,62314.9,14.78,255.12
76.81,73059.98,62331.32,14.78,255.14
76.82,73059.98,62331.32,14.78,255.14
76.83,73079.46,62344.77,14.81,255.1
76.84,73090.33,62358.37,14.78,255.15
76.85,73090.33,62358.37,14.78,255.15
76.86,73108.57,62374.65,14.81,255.12
76.87,73108.57,62374.65,14.81,255.12
76.88,73124.36,62390.65,14.8,255.12
76.89,73142.61,62400.85,14.79,255.1
76.9,73142.61,62400.85,14.79,255.1
76.91,73153.49,62420.26,14.76,255.15
76.92,73153.49,62420.26,14.76,255.15
76.93,73174.18,62433.29,14.75,255.1
76.94,73188.75,62450.12,14.83,255.11
76.95,73188.75,62450.12,14.83,255.11
76.96,73203.31,62465.84,14.83,255.12
76.97,73203.31,62465.84,14.83,255.12
76.98,73219.1,62474.2,14.84,255.12
76.99,73238.56,62490.76,14.84,255.08
77,73238.56,62490.76,14.84,255.08
77.01,73253.12,62506.77,14.79,255.1
77.02,73253.12,62506.77,14.79,255.1
77.03,73266.47,62523.06,14.81,255.12
77.04,73287.14,62533.82,14.81,255.07
77.05,73287.14,62533.82,14.81,255.07
77.06,73299.27,62555.06,14.83,255.11
77.07,73299.27,62555.06,14.83,255.11
77.08,73316.27,62570.5,14.8,255.1
77.09,73330.84,62576.3,14.81,255.11
77.1,73330.84,62576.3,14.81,255.11
77.11,73346.63,62600.52,14.82,255.11
77.12,73346.63,62600.52,14.82,255.11
77.13,73368.51,62606.46,14.84,255.04
77.14,73381.86,62619.49,14.8,255.07
77.15,73381.86,62619.49,14.8,255.07
77.16,73400.08,62638.19,14.79,255.04
77.17,73400.08,62638.19,14.79,255.04
77.18,73412.22,62649.52,14.79,255.08
77.19,73428.01,62667.92,14.84,255.08
77.2,73428.01,62667.92,14.84,255.08
77.21,73443.79,62676.41,14.83,255.08
77.22,73443.79,62676.41,14.83,255.08
77.23,73459.58,62700.2,14.84,255.08
77.24,73475.37,62705.73,14.84,255.08
77.25,73475.37,62705.73,14.84,255.08
77.26,73489.94,62722.15,14.83,255.1
77.27,73489.94,62722.15,14.83,255.1
77.28,73506.94,62741.27,14.81,255.08
77.29,73523.94,62745.95,14.82,255.07
77.3,73523.94,62745.95,14.82,255.07
77.31,73534.88,62762.36,14.87,255.12
77.32,73534.88,62762.36,14.87,255.12
77.33,73554.3,62780.65,14.8,255.08
77.34,73568.88,62792.12,14.79,255.1
77.35,73568.88,62792.12,14.79,255.1
77.36,73585.88,62810.81,14.79,255.08
77.37,73585.88,62810.81,14.79,255.08
77.38,73598.04,62816.61,14.81,255.12
77.39,73613.83,62837.85,14.84,255.12
77.4,73613.83,62837.85,14.84,255.12
77.41,73630.82,62851.71,14.88,255.11
77.42,73630.82,62851.71,14.88,255.11
77.43,73646.61,62869.42,14.87,255.11
77.44,73659.99,62878.2,14.85,255.14
77.45,73659.99,62878.2,14.85,255.14
77.46,73678.19,62899.88,14.81,255.11
77.47,73678.19,62899.88,14.81,255.11
77.48,73690.36,62910.49,14.85,255.15
77.49,73709.76,62926.78,14.84,255.11
77.5,73709.76,62926.78,14.84,255.11
77.51,73723.15,62937.54,14.82,255.14
77.52,73723.15,62937.54,14.82,255.14
77.53,73739.82,62956.79,14.87,255.12
77.54,73754.73,62966.99,14.87,255.14
77.55,73754.73,62966.99,14.87,255.14
77.56,73775.32,62980.31,14.83,255.08
77.57,73775.32,62980.31,14.83,255.08
77.58,73785.1,62997.01,14.85,255.15
77.59,73803.29,63013.44,14.83,255.12
77.6,73803.29,63013.44,14.83,255.12
77.61,73821.48,63023.91,14.9,255.1
77.62,73821.48,63023.91,14.9,255.1
77.63,73837.27,63042.89,14.87,255.1
77.64,73853.94,63053.51,14.87,255.08
77.65,73853.94,63053.51,14.87,255.08
77.66,73864.94,63072.48,14.89,255.14
77.67,73864.94,63072.48,14.89,255.14
77.68,73886.71,63085.24,14.84,255.07
77.69,73899.23,63101.81,14.84,255.11
77.7,73899.23,63101.81,14.84,255.11
77.71,73917.4,63118.23,14.87,255.08
77.72,73917.4,63118.23,14.87,255.08
77.73,73934.39,63131.82,14.87,255.07
77.74,73948.98,63150.37,14.86,255.08
77.75,73948.98,63150.37,14.86,255.08
77.76,73964.77,63161.42,14.87,255.08
77.77,73964.77,63161.42,14.87,255.08
77.78,73978.17,63169.06,14.88,255.11
77.79,73997.53,63188.45,14.91,255.07
77.8,73997.53,63188.45,14.91,255.07
77.81,74010.62,63209.28,14.89,255.1
77.82,74010.62,63209.28,14.89,255.1
77.83,74027.6,63214.94,14.88,255.08
77.84,74048.15,63225.56,14.91,255.03
77.85,74048.15,63225.56,14.91,255.03
77.86,74059.17,63241,14.9,255.08
77.87,74059.17,63241,14.9,255.08
77.88,74078.53,63258,14.86,255.04
77.89,74090.75,63274.42,14.89,255.08
77.9,74090.75,63274.42,14.89,255.08
77.91,74107.72,63287.87,14.89,255.07
77.92,74107.72,63287.87,14.89,255.07
77.93,74121.13,63298.35,14.9,255.1
77.94,74136.92,63314.78,14.85,255.1
77.95,74136.92,63314.78,14.85,255.1
77.96,74155.08,63327.8,14.92,255.07
77.97,74155.08,63327.8,14.92,255.07
77.98,74174.42,63338.85,14.89,255.03
77.99,74189.02,63354.57,14.89,255.04
78,74189.02,63354.57,14.89,255.04
78.01,74203.62,63363.35,14.85,255.06
78.02,74203.62,63363.35,14.85,255.06
78.03,74217.04,63389.69,14.89,255.08
78.04,74232.83,63395.35,14.9,255.08
78.05,74232.83,63395.35,14.9,255.08
78.06,74251.3,63411.49,14.89,255.06
78.07,74251.3,63411.49,14.89,255.06
78.08,74265.9,63427.48,14.96,255.07
78.09,74281.37,63443.63,14.96,255.07
78.1,74281.37,63443.63,14.96,255.07
78.11,74298.34,63448.88,14.9,255.06
78.12,74298.34,63448.88,14.9,255.06
78.13,74315.3,63470.55,14.88,255.04
78.14,74327.55,63484.55,14.93,255.08
78.15,74327.55,63484.55,14.93,255.08
78.16,74345.7,63495.03,14.93,255.06
78.17,74345.7,63495.03,14.93,255.06
78.18,74361.48,63514.14,14.97,255.06
78.19,74378.44,63525.48,14.92,255.04
78.2,74378.44,63525.48,14.92,255.04
78.21,74390.7,63540.63,14.93,255.08
78.22,74390.7,63540.63,14.93,255.08
78.23,74410.33,63554.37,14.92,255.04
78.24,74422.28,63572.79,14.9,255.08
78.25,74422.28,63572.79,14.9,255.08
78.26,74436.89,63591.9,14.9,255.1
78.27,74436.89,63591.9,14.9,255.1
78.28,74455.02,63600.11,14.93,255.07
78.29,74470.81,63613.56,14.92,255.07
78.3,74470.81,63613.56,14.92,255.07
78.31,74490.11,63635.23,14.92,255.03
78.32,74490.11,63635.23,14.92,255.03
78.33,74503.55,63634.94,14.93,255.06
78.34,74518.17,63654.2,14.94,255.07
78.35,74518.17,63654.2,14.94,255.07
78.36,74532.79,63675.29,14.97,255.08
78.37,74532.79,63675.29,14.97,255.08
78.38,74549.74,63686.49,14.94,255.07
78.39,74563.19,63699.66,14.92,255.1
78.4,74563.19,63699.66,14.92,255.1
78.41,74581.31,63713.11,14.94,255.07
78.42,74581.31,63713.11,14.94,255.07
78.43,74595.93,63729.25,14.96,255.08
78.44,74610.55,63740.29,14.96,255.1
78.45,74610.55,63740.29,14.96,255.1
78.46,74627.51,63764.66,14.92,255.08
78.47,74627.51,63764.66,14.92,255.08
78.48,74640.97,63767.06,14.94,255.11
78.49,74657.92,63785.48,14.93,255.1
78.5,74657.92,63785.48,14.93,255.1
78.51,74674.87,63793.54,14.96,255.08
78.52,74674.87,63793.54,14.96,255.08
